1.480739105499024788e+02,1.368327949051884040e-01
1.534894725482255637e+02,3.961938528924794367e-01
1.511212679090988900e+02,2.938546139931237922e-01
1.591256349078821302e+02,6.027840040356680085e-01
1.687470584402179554e+02,8.920880480215334085e-01
1.492972352401424985e+02,2.044704394066452768e-01
1.499716642922275014e+02,2.388713306773193601e-01
1.514012921613950482e+02,3.066512461277438040e-01
1.544557382823790022e+02,4.347191733460945562e-01
1.493038194024424570e+02,2.048151146183144755e-01
1.519779117534152704e+02,3.323601003369687223e-01
1.560809594108189060e+02,4.962448758044331054e-01
1.680774598402698530e+02,8.736034516311188547e-01
1.521048777237623142e+02,3.379118905124987027e-01
1.596878937688794622e+02,6.214415491621938514e-01
1.569721525846848351e+02,5.284903180919789945e-01
1.658150640943378846e+02,8.096211046820939172e-01
1.651963722162730619e+02,7.916785980830175484e-01
1.673190523215170913e+02,8.524262585091728628e-01
1.489248589055703178e+02,1.846665108013074708e-01
1.587623994338207467e+02,5.905778556834615500e-01
1.500523659332132240e+02,2.428726488269056516e-01
1.484657487078597740e+02,1.593416474726473686e-01
1.689169079979647847e+02,8.967461917406970295e-01
1.532167387549773139e+02,3.850191819368190549e-01
1.645116886777273351e+02,7.715795909434536304e-01
1.593558436917441838e+02,6.104571326051098090e-01
1.505635029361295949e+02,2.676990959466695186e-01
1.684076027121424204e+02,8.827415525374645577e-01
1.494173393083802637e+02,2.107290908945271823e-01
1.573698691410809545e+02,5.425784878588930660e-01
1.515505708825970999e+02,3.133875026484558290e-01
1.523692614798928844e+02,3.493534460802043551e-01
1.527319457064544679e+02,3.647986752080504269e-01
1.495323153272049126e+02,2.166647499330481286e-01
1.640074613081718837e+02,7.566073371337630471e-01
1.497724738727472982e+02,2.288939542792598481e-01
1.561471802729888907e+02,4.986746955195012765e-01
1.527325733883564283e+02,3.648251634234425111e-01
1.503178063365513140e+02,2.558738117466299311e-01
1.495400483777235934e+02,2.170620527042978753e-01
1.605456037759986998e+02,6.493807938044108274e-01
1.688785499008762656e+02,8.956952817003686063e-01
1.518744012266335233e+02,3.278056628663273964e-01
1.576659767098079499e+02,5.529535482057764684e-01
1.491411740711323546e+02,1.962460382453290464e-01
1.480374150108360141e+02,1.346903570472466061e-01
1.497208019902057572e+02,2.262815676635769602e-01
1.547568893531908998e+02,4.464114330617791060e-01
1.536268994475720717e+02,4.017723454669858141e-01
1.482688509682242568e+02,1.481410965444287520e-01
1.590385856626873817e+02,5.998699747313097630e-01
1.559178909535770856e+02,4.902373203565767446e-01
1.543192552023052997e+02,4.293728980378881399e-01
1.551437321836455681e+02,4.612278828652109919e-01
1.573559252143467120e+02,5.420875574064816238e-01
1.671565966902776097e+02,8.478554925299670586e-01
1.515093061420627976e+02,3.115312156408328592e-01
1.476945092675169064e+02,1.141434577216943885e-01
1.608367902476725533e+02,6.587301320893036438e-01
1.636490792437438699e+02,7.458742244575632396e-01
1.594588263156001062e+02,6.138742569620568856e-01
1.567907189296836066e+02,5.220032531675750098e-01
1.643195184586690516e+02,7.658908376673462248e-01
1.531167645527934269e+02,3.808874663518946324e-01
1.502310491271485944e+02,2.516509060953804888e-01
1.476893388366099202e+02,1.138276150453245705e-01
1.684742299285248350e+02,8.845799659119616409e-01
1.637471539712830406e+02,7.488191532736618861e-01
1.678987297573017088e+02,8.686362141323473729e-01
1.476299264716371624e+02,1.101848399577863707e-01
1.518446536854378053e+02,3.264920054439013342e-01
1.508629526840719848e+02,2.818557760207934249e-01
1.475008925124437553e+02,1.021857626817022080e-01
1.530753201825932877e+02,3.791689546137894107e-01
1.548982582326007105e+02,4.518519057476304557e-01
1.501000141569485038e+02,2.452243089913314356e-01
1.563549231981820924e+02,5.062612482190342877e-01
1.518389943484830553e+02,3.262418446522911131e-01
1.676477912674759239e+02,8.616379109501035582e-01
1.556390109195782259e+02,4.798818984512712715e-01
1.514317731608740587e+02,3.080314474167747396e-01
1.523194504723216482e+02,3.472098597427865085e-01
1.477431142067446501e+02,1.171034902288809604e-01
1.518368081074014810e+02,3.261451849279345394e-01
1.513945930859591442e+02,3.063475782426288152e-01
1.675302594375302476e+02,8.583502583143345355e-01
1.614544444454424763e+02,6.783457914559446467e-01
1.642302182476787493e+02,7.632400421523114487e-01
1.578330750099155750e+02,5.587668352870368560e-01
1.491861822052181878e+02,1.986288517294172162e-01
1.579654707446163115e+02,5.633520215642013884e-01
1.571657620309108836e+02,5.353707917850965003e-01
1.558074056494982074e+02,4.861471731918104444e-01
1.585833602843036658e+02,5.845156171803317369e-01
1.570414163590745034e+02,5.309567326208995963e-01
1.548627704830218761e+02,4.504890283372263715e-01
1.612265978218413238e+02,6.711432146023678103e-01
1.524806194528663355e+02,3.541258728897042074e-01
1.525954035468783161e+02,3.590169523241640848e-01
